StockCode,InvoiceDate,Quantity
85123A,4/10/2011 15:09,12
85123A,4/10/2011 15:15,8
85123A,4/10/2011 16:01,2
85123A,4/10/2011 16:02,32
85123A,4/11/2011 9:46,6
85123A,4/11/2011 10:14,6
85123A,4/11/2011 12:20,6
85123A,4/11/2011 13:42,6
85123A,4/11/2011 14:43,12
85123A,4/11/2011 16:56,6
85123A,4/11/2011 17:12,3
85123A,4/12/2011 10:30,6
85123A,4/12/2011 10:45,6
85123A,4/12/2011 12:53,14
85123A,4/12/2011 13:19,32
85123A,4/12/2011 13:24,32
85123A,4/12/2011 13:38,64
85123A,4/12/2011 14:17,3
85123A,4/12/2011 14:22,9
85123A,4/12/2011 16:43,32
85123A,4/13/2011 9:32,5
85123A,4/13/2011 11:04,6
85123A,4/13/2011 11:05,6
85123A,4/13/2011 12:57,6
85123A,4/13/2011 14:12,6
85123A,4/13/2011 14:38,12
85123A,4/13/2011 15:58,32
85123A,4/14/2011 8:32,32
85123A,4/14/2011 8:49,32
85123A,4/14/2011 9:28,18
85123A,4/14/2011 10:17,6
85123A,4/14/2011 11:45,6
85123A,4/14/2011 12:12,12
85123A,4/14/2011 12:38,6
85123A,4/14/2011 13:17,4
85123A,4/14/2011 14:36,4
85123A,4/14/2011 17:29,6
85123A,4/14/2011 19:15,1
85123A,4/15/2011 11:47,6
85123A,4/15/2011 16:11,2
85123A,4/17/2011 10:15,10
85123A,4/17/2011 10:21,6
85123A,4/17/2011 12:49,5
85123A,4/17/2011 13:43,2
85123A,4/18/2011 9:31,6
85123A,4/18/2011 9:33,6
85123A,4/18/2011 10:21,4
85123A,4/18/2011 10:35,18
85123A,4/18/2011 10:41,10
85123A,4/18/2011 12:36,6
85123A,4/18/2011 12:56,64
85123A,4/18/2011 13:08,-1930
85123A,4/18/2011 13:13,6
85123A,4/18/2011 13:17,5
85123A,4/18/2011 13:20,1930
85123A,4/18/2011 13:22,6
85123A,4/18/2011 13:36,4
85123A,4/18/2011 13:46,2
85123A,4/18/2011 13:49,1
85123A,4/18/2011 13:52,1
85123A,4/18/2011 13:58,1
85123A,4/18/2011 14:01,6
85123A,4/18/2011 15:16,1
85123A,4/18/2011 15:16,4
85123A,4/18/2011 15:26,7
85123A,4/18/2011 15:26,8
85123A,4/18/2011 16:31,5
85123A,4/18/2011 17:29,1
85123A,4/19/2011 8:17,6
85123A,4/19/2011 9:31,18
85123A,4/19/2011 10:49,6
85123A,4/19/2011 11:02,2
85123A,4/19/2011 11:33,1
85123A,4/19/2011 11:33,5
85123A,4/19/2011 11:37,29
85123A,4/19/2011 11:46,6
85123A,4/19/2011 13:21,12
85123A,4/19/2011 13:41,2
85123A,4/19/2011 14:51,12
85123A,4/19/2011 15:39,8
85123A,4/19/2011 15:44,3
85123A,4/20/2011 8:07,6
85123A,4/20/2011 10:48,32
85123A,4/20/2011 11:45,12
85123A,4/20/2011 12:56,5
85123A,4/20/2011 13:18,12
85123A,4/20/2011 15:21,6
85123A,4/21/2011 8:43,6
85123A,4/21/2011 10:19,6
85123A,4/21/2011 10:52,3
85123A,4/21/2011 14:21,6
85123A,4/21/2011 15:15,32
85123A,4/21/2011 15:25,24
85123A,4/21/2011 16:17,5
85123A,4/21/2011 16:37,6
85123A,4/21/2011 16:48,32
85123A,4/21/2011 18:06,1
85123A,4/21/2011 18:10,16
85123A,4/26/2011 11:25,128
85123A,4/26/2011 11:59,4
85123A,4/26/2011 11:59,2
85123A,4/26/2011 11:59,1
85123A,4/26/2011 13:02,10
85123A,4/26/2011 13:22,6
85123A,4/26/2011 15:26,6
85123A,4/26/2011 15:52,9
85123A,4/26/2011 16:45,1
85123A,4/26/2011 16:53,5
85123A,4/26/2011 16:54,1
85123A,4/26/2011 17:02,6
85123A,4/27/2011 12:21,6
85123A,4/27/2011 13:06,4
85123A,4/27/2011 14:01,2
85123A,4/27/2011 14:05,6
85123A,4/27/2011 14:16,12
85123A,4/27/2011 14:49,32
85123A,4/27/2011 14:58,6
85123A,4/27/2011 17:18,3
85123A,4/27/2011 17:23,2
85123A,4/28/2011 10:20,32
85123A,4/28/2011 10:54,12
85123A,4/28/2011 12:47,6
85123A,4/28/2011 13:31,4
85123A,4/28/2011 14:39,12
85123A,4/28/2011 15:23,32
85123A,4/28/2011 16:21,13
85123A,5/1/2011 11:14,2
85123A,5/1/2011 11:36,10
85123A,5/3/2011 8:35,1
85123A,5/3/2011 9:05,6
85123A,5/3/2011 10:56,6
85123A,5/3/2011 11:41,192
85123A,5/3/2011 11:44,12
85123A,5/3/2011 12:10,6
85123A,5/3/2011 12:16,12
85123A,5/3/2011 12:24,32
85123A,5/3/2011 13:39,32
85123A,5/3/2011 15:12,6
85123A,5/3/2011 15:59,6
85123A,5/3/2011 16:35,6
85123A,5/4/2011 9:57,6
85123A,5/4/2011 11:12,3
85123A,5/4/2011 11:21,6
85123A,5/4/2011 11:32,32
85123A,5/4/2011 11:32,4
85123A,5/4/2011 11:43,12
85123A,5/4/2011 12:26,2
85123A,5/4/2011 13:13,6
85123A,5/4/2011 14:03,12
85123A,5/4/2011 15:41,2
85123A,5/5/2011 8:18,6
85123A,5/5/2011 8:33,64
85123A,5/5/2011 10:31,6
85123A,5/5/2011 12:38,6
85123A,5/5/2011 13:14,7
85123A,5/5/2011 13:19,6
85123A,5/5/2011 13:53,192
85123A,5/5/2011 13:56,32
85123A,5/5/2011 14:41,7
85123A,5/5/2011 14:55,7
85123A,5/5/2011 15:12,64
85123A,5/5/2011 15:31,6
85123A,5/5/2011 15:42,6
85123A,5/5/2011 15:47,3
85123A,5/5/2011 17:26,3
85123A,5/5/2011 17:28,6
85123A,5/6/2011 8:10,64
85123A,5/6/2011 9:22,6
85123A,5/6/2011 10:36,32
85123A,5/6/2011 11:50,32
85123A,5/6/2011 12:21,6
85123A,5/6/2011 15:13,32
85123A,5/6/2011 15:40,2
85123A,5/6/2011 15:54,4
85123A,5/6/2011 16:01,1
85123A,5/8/2011 11:37,6
85123A,5/8/2011 11:41,6
85123A,5/8/2011 11:52,2
85123A,5/8/2011 11:52,4
85123A,5/8/2011 12:39,32
85123A,5/8/2011 12:42,18
85123A,5/8/2011 12:58,5
85123A,5/8/2011 12:58,1
85123A,5/8/2011 13:20,12
85123A,5/8/2011 13:32,6
85123A,5/8/2011 14:06,12
85123A,5/8/2011 15:22,32
85123A,5/8/2011 16:11,6
85123A,5/9/2011 9:33,6
85123A,5/9/2011 12:16,6
85123A,5/9/2011 12:39,32
85123A,5/9/2011 13:10,3
85123A,5/9/2011 14:22,128
85123A,5/9/2011 14:40,6
85123A,5/9/2011 15:21,32
85123A,5/9/2011 16:34,1
85123A,5/9/2011 16:37,2
85123A,5/10/2011 10:00,32
85123A,5/10/2011 10:18,12
85123A,5/10/2011 11:04,8
85123A,5/10/2011 13:00,32
85123A,5/10/2011 13:18,6
85123A,5/10/2011 13:20,32
85123A,5/10/2011 13:24,2
85123A,5/10/2011 14:22,2
85123A,5/10/2011 16:00,4
85123A,5/10/2011 16:19,12
85123A,5/11/2011 11:47,2
85123A,5/11/2011 12:58,7
85123A,5/11/2011 13:42,32
85123A,5/11/2011 14:12,23
85123A,5/11/2011 14:37,32
85123A,5/11/2011 14:49,12
85123A,5/11/2011 14:52,-12
85123A,5/11/2011 14:54,12
85123A,5/12/2011 8:36,32
85123A,5/12/2011 9:09,32
85123A,5/12/2011 9:49,6
85123A,5/12/2011 9:59,6
85123A,5/12/2011 11:44,32
85123A,5/12/2011 12:01,10
85123A,5/12/2011 12:30,32
85123A,5/12/2011 13:05,6
85123A,5/12/2011 13:37,6
85123A,5/12/2011 13:41,6
85123A,5/12/2011 13:43,24
85123A,5/12/2011 15:26,3
85123A,5/12/2011 16:29,2
85123A,5/12/2011 18:19,6
85123A,5/12/2011 19:22,24
85123A,5/13/2011 10:44,10
85123A,5/13/2011 15:24,6
85123A,5/13/2011 16:12,3
85123A,5/13/2011 16:14,6
85123A,5/15/2011 11:04,2
85123A,5/15/2011 11:22,3
85123A,5/15/2011 11:23,18
85123A,5/15/2011 11:35,12
85123A,5/15/2011 12:21,64
85123A,5/15/2011 12:55,12
85123A,5/15/2011 13:31,6
85123A,5/15/2011 14:32,2
85123A,5/15/2011 16:10,24
85123A,5/16/2011 9:23,48
85123A,5/16/2011 9:57,6
85123A,5/16/2011 12:03,64
85123A,5/16/2011 12:26,6
85123A,5/16/2011 12:53,5
85123A,5/16/2011 13:32,32
85123A,5/16/2011 13:35,4
85123A,5/16/2011 14:19,12
85123A,5/16/2011 16:33,6
85123A,5/16/2011 16:41,4
85123A,5/16/2011 16:46,14
85123A,5/17/2011 9:24,12
85123A,5/17/2011 9:40,6
85123A,5/17/2011 10:10,12
85123A,5/17/2011 11:02,32
85123A,5/17/2011 11:41,6
85123A,5/17/2011 11:46,6
85123A,5/17/2011 12:21,32
85123A,5/17/2011 12:38,4
85123A,5/17/2011 12:44,6
85123A,5/17/2011 13:26,6
85123A,5/17/2011 15:17,32
85123A,5/17/2011 16:09,2
85123A,5/18/2011 11:08,18
85123A,5/18/2011 12:15,2
85123A,5/18/2011 13:09,12
85123A,5/18/2011 13:11,10
85123A,5/18/2011 14:50,2
85123A,5/18/2011 15:35,6
85123A,5/18/2011 16:14,11
85123A,5/18/2011 16:50,6
85123A,5/18/2011 16:51,6
85123A,5/19/2011 9:23,6
85123A,5/19/2011 9:59,18
85123A,5/19/2011 10:54,10
85123A,5/19/2011 11:41,2
85123A,5/19/2011 12:38,32
85123A,5/19/2011 12:59,12
85123A,5/19/2011 13:08,6
85123A,5/19/2011 16:32,9
85123A,5/19/2011 16:56,6
85123A,5/19/2011 19:47,7
85123A,5/20/2011 10:32,32
85123A,5/20/2011 10:37,24
85123A,5/20/2011 10:48,12
85123A,5/20/2011 13:14,3
85123A,5/20/2011 15:29,21
85123A,5/22/2011 11:06,32
85123A,5/22/2011 11:29,12
85123A,5/22/2011 11:41,12
85123A,5/22/2011 11:51,9
85123A,5/22/2011 12:22,3
85123A,5/22/2011 12:41,32
85123A,5/22/2011 12:49,10
85123A,5/22/2011 13:51,2
85123A,5/22/2011 14:44,3
85123A,5/22/2011 15:03,6
85123A,5/22/2011 15:12,32
85123A,5/23/2011 9:39,6
85123A,5/23/2011 9:43,6
85123A,5/23/2011 11:28,64
85123A,5/23/2011 13:25,6
85123A,5/23/2011 13:35,12
85123A,5/23/2011 15:25,19
85123A,5/23/2011 17:15,-3
85123A,5/24/2011 8:49,18
85123A,5/24/2011 9:10,32
85123A,5/24/2011 10:42,6
85123A,5/24/2011 11:31,4
85123A,5/24/2011 11:35,32
85123A,5/24/2011 12:57,18
85123A,5/24/2011 13:56,20
85123A,5/24/2011 15:52,9
85123A,5/24/2011 15:54,1
85123A,5/24/2011 15:58,4
85123A,5/25/2011 11:12,4
85123A,5/25/2011 12:39,10
85123A,5/25/2011 13:36,6
85123A,5/25/2011 15:18,24
85123A,5/25/2011 15:54,12
85123A,5/25/2011 16:28,12
85123A,5/26/2011 11:40,6
85123A,5/26/2011 12:46,6
85123A,5/26/2011 13:21,2
85123A,5/26/2011 13:34,12
85123A,5/26/2011 14:20,10
85123A,5/26/2011 16:30,3
85123A,5/26/2011 18:17,6
85123A,5/26/2011 19:49,608
85123A,5/27/2011 13:32,10
85123A,5/27/2011 14:44,12
85123A,5/29/2011 11:34,6
85123A,5/29/2011 12:06,2
85123A,5/29/2011 12:35,3
85123A,5/29/2011 14:03,1
85123A,5/29/2011 14:13,3
85123A,5/29/2011 14:23,3
85123A,5/29/2011 14:28,2
85123A,5/29/2011 15:44,6
85123A,5/31/2011 8:50,6
85123A,5/31/2011 12:05,150
85123A,5/31/2011 14:18,6
85123A,5/31/2011 14:34,2
85123A,5/31/2011 14:55,4
85123A,6/1/2011 11:27,6
85123A,6/1/2011 12:05,1
85123A,6/1/2011 12:13,6
85123A,6/1/2011 13:52,6
85123A,6/1/2011 14:57,3
85123A,6/1/2011 15:34,2
85123A,6/1/2011 17:18,2
85123A,6/1/2011 17:28,1
85123A,6/1/2011 17:30,2
85123A,6/2/2011 11:33,1
85123A,6/2/2011 12:08,2
85123A,6/2/2011 12:08,6
85123A,6/2/2011 14:46,320
85123A,6/2/2011 17:23,10
85123A,6/2/2011 17:26,2
85123A,6/2/2011 19:17,12
85123A,6/3/2011 10:06,12
85123A,6/3/2011 10:19,12
85123A,6/3/2011 11:42,5
85123A,6/5/2011 10:41,6
85123A,6/5/2011 10:50,4
85123A,6/5/2011 11:29,6
85123A,6/5/2011 11:37,2
85123A,6/5/2011 12:37,2
85123A,6/5/2011 13:24,8
85123A,6/5/2011 14:04,18
85123A,6/5/2011 14:06,2
85123A,6/5/2011 15:46,1
85123A,6/6/2011 9:16,6
85123A,6/6/2011 11:37,6
85123A,6/6/2011 11:55,12
85123A,6/6/2011 11:59,12
85123A,6/6/2011 12:16,32
85123A,6/6/2011 13:06,6
85123A,6/6/2011 13:18,6
85123A,6/6/2011 15:06,24
85123A,6/6/2011 15:24,4
85123A,6/7/2011 10:46,6
85123A,6/7/2011 13:31,12
85123A,6/7/2011 14:30,5
85123A,6/7/2011 16:04,32
85123A,6/7/2011 17:12,1
85123A,6/8/2011 8:12,32
85123A,6/8/2011 8:31,6
85123A,6/8/2011 10:45,32
85123A,6/8/2011 12:44,32
85123A,6/8/2011 17:09,2
85123A,6/8/2011 17:09,4
85123A,6/8/2011 17:59,1
85123A,6/9/2011 13:16,6
85123A,6/9/2011 15:04,4000
85123A,6/9/2011 16:07,1
85123A,6/9/2011 19:40,6
85123A,6/9/2011 20:03,2
85123A,6/10/2011 8:50,12
85123A,6/10/2011 8:54,12
85123A,6/10/2011 9:30,-18
85123A,6/10/2011 11:29,6
85123A,6/10/2011 11:44,2
85123A,6/10/2011 13:18,3
85123A,6/10/2011 16:46,32
85123A,6/10/2011 17:25,1
85123A,6/12/2011 11:47,6
85123A,6/12/2011 12:00,2
85123A,6/12/2011 12:00,1
85123A,6/12/2011 12:03,3
85123A,6/12/2011 13:17,10
85123A,6/12/2011 13:51,5
85123A,6/12/2011 15:14,6
85123A,6/13/2011 8:44,12
85123A,6/13/2011 11:10,2
85123A,6/13/2011 15:09,2
85123A,6/13/2011 15:30,1
85123A,6/14/2011 11:33,32
85123A,6/14/2011 11:41,6
85123A,6/14/2011 12:21,8
85123A,6/14/2011 12:46,3
85123A,6/14/2011 17:28,1
85123A,6/15/2011 8:36,12
85123A,6/15/2011 11:30,64
85123A,6/15/2011 11:56,2
85123A,6/15/2011 12:37,-1
85123A,6/15/2011 13:25,4
85123A,6/15/2011 13:35,2
85123A,6/15/2011 14:26,1
85123A,6/15/2011 15:41,1
85123A,6/15/2011 16:05,32
85123A,6/16/2011 9:46,6
85123A,6/16/2011 12:36,2
85123A,6/16/2011 15:07,2
85123A,6/16/2011 15:12,32
85123A,6/17/2011 11:49,8
85123A,6/17/2011 12:16,2
85123A,6/17/2011 13:01,5
85123A,6/19/2011 10:11,64
85123A,6/19/2011 11:41,6
85123A,6/19/2011 12:05,6
85123A,6/19/2011 12:08,12
85123A,6/19/2011 12:29,3
85123A,6/19/2011 12:31,32
85123A,6/19/2011 13:56,12
85123A,6/19/2011 15:56,12
85123A,6/20/2011 10:34,6
85123A,6/20/2011 15:32,23
85123A,6/21/2011 9:26,6
85123A,6/21/2011 10:48,2
85123A,6/21/2011 15:24,2
85123A,6/21/2011 17:06,3
85123A,6/22/2011 14:10,6
85123A,6/22/2011 14:43,6
85123A,6/22/2011 15:07,6
85123A,6/23/2011 10:52,12
85123A,6/23/2011 11:51,4
85123A,6/23/2011 13:13,4
85123A,6/23/2011 13:39,6
85123A,6/23/2011 14:05,12
85123A,6/23/2011 15:26,6
85123A,6/23/2011 15:35,5
85123A,6/23/2011 17:20,12
85123A,6/23/2011 18:44,32
85123A,6/23/2011 18:59,12
85123A,6/23/2011 19:20,1
85123A,6/24/2011 13:28,12
85123A,6/24/2011 13:47,6
85123A,6/24/2011 14:54,12
85123A,6/24/2011 14:57,8
85123A,6/26/2011 10:59,32
85123A,6/27/2011 10:29,64
85123A,6/27/2011 12:28,1
85123A,6/27/2011 16:46,1
85123A,6/28/2011 10:17,12
85123A,6/28/2011 14:01,1
85123A,6/29/2011 10:00,6
85123A,6/29/2011 10:50,4
85123A,6/29/2011 13:58,24
85123A,6/29/2011 14:17,1
85123A,6/29/2011 15:03,3
85123A,6/29/2011 15:11,32
85123A,6/29/2011 16:07,3
85123A,6/29/2011 16:44,4
85123A,6/30/2011 8:17,6
85123A,6/30/2011 10:09,6
85123A,6/30/2011 11:49,6
85123A,6/30/2011 11:54,6
85123A,6/30/2011 12:14,6
85123A,6/30/2011 12:23,4
85123A,6/30/2011 13:43,6
85123A,6/30/2011 15:35,6
85123A,7/1/2011 10:47,18
85123A,7/1/2011 12:58,1
85123A,7/1/2011 13:02,6
85123A,7/1/2011 13:31,6
85123A,7/1/2011 17:23,8
85123A,7/3/2011 11:40,9
85123A,7/3/2011 12:38,6
85123A,7/3/2011 13:33,3
85123A,7/4/2011 10:23,2
85123A,7/4/2011 12:28,1
85123A,7/4/2011 12:28,3
85123A,7/4/2011 16:06,2
85123A,7/5/2011 9:33,64
85123A,7/5/2011 10:21,6
85123A,7/5/2011 10:57,32
85123A,7/5/2011 12:41,32
85123A,7/6/2011 11:52,3
85123A,7/6/2011 16:33,2
85123A,7/7/2011 15:21,4
85123A,7/7/2011 16:27,2
85123A,7/7/2011 16:30,5
85123A,7/7/2011 17:47,4
85123A,7/7/2011 18:29,6
85123A,7/7/2011 18:56,32
85123A,7/7/2011 19:14,6
85123A,7/8/2011 9:03,18
85123A,7/8/2011 12:50,12
85123A,7/8/2011 13:51,-1
85123A,7/8/2011 15:17,2
85123A,7/10/2011 10:30,6
85123A,7/10/2011 11:34,9
85123A,7/10/2011 13:32,3
85123A,7/10/2011 15:25,2
85123A,7/11/2011 12:30,32
85123A,7/11/2011 12:49,3
85123A,7/11/2011 13:32,12
85123A,7/11/2011 13:35,2
85123A,7/11/2011 15:52,32
85123A,7/12/2011 9:04,128
85123A,7/12/2011 9:10,512
85123A,7/12/2011 10:02,6
85123A,7/12/2011 11:15,2
85123A,7/12/2011 11:37,4
85123A,7/12/2011 12:19,96
85123A,7/12/2011 12:24,32
85123A,7/12/2011 14:57,1
85123A,7/12/2011 16:11,2
85123A,7/12/2011 17:23,3
85123A,7/13/2011 10:09,6
85123A,7/13/2011 11:44,2
85123A,7/13/2011 11:47,24
85123A,7/13/2011 12:06,7
85123A,7/13/2011 13:33,6
85123A,7/13/2011 15:29,12
85123A,7/13/2011 15:42,1
85123A,7/14/2011 9:22,6
85123A,7/14/2011 9:54,6
85123A,7/14/2011 10:15,4
85123A,7/14/2011 10:52,18
85123A,7/14/2011 12:17,10
85123A,7/14/2011 13:00,5
85123A,7/14/2011 13:00,1
85123A,7/14/2011 13:41,6
85123A,7/14/2011 13:51,24
85123A,7/14/2011 15:02,6
85123A,7/14/2011 16:39,128
85123A,7/14/2011 18:28,6
85123A,7/14/2011 18:56,4
85123A,7/15/2011 8:09,6
85123A,7/15/2011 10:33,2
85123A,7/15/2011 10:44,2
85123A,7/15/2011 16:06,9
85123A,7/15/2011 16:27,4
85123A,7/17/2011 11:59,10
85123A,7/17/2011 12:32,2
85123A,7/17/2011 12:32,3
85123A,7/17/2011 13:32,2
85123A,7/17/2011 14:51,1
85123A,7/17/2011 14:51,2
85123A,7/17/2011 14:51,3
85123A,7/18/2011 9:21,24
85123A,7/18/2011 11:47,5
85123A,7/18/2011 11:55,32
85123A,7/18/2011 12:15,32
85123A,7/18/2011 12:25,1
85123A,7/18/2011 12:53,1
85123A,7/18/2011 12:53,1
85123A,7/18/2011 14:04,6
85123A,7/18/2011 14:24,-6
85123A,7/18/2011 14:28,6
85123A,7/18/2011 15:49,4
85123A,7/18/2011 15:56,2
85123A,7/19/2011 11:47,32
85123A,7/19/2011 13:01,6
85123A,7/19/2011 13:01,1
85123A,7/19/2011 13:01,1
85123A,7/19/2011 13:01,1
85123A,7/19/2011 13:34,18
85123A,7/19/2011 16:54,96
85123A,7/19/2011 17:17,2
85123A,7/20/2011 11:22,10
85123A,7/20/2011 12:01,2
85123A,7/20/2011 14:33,2
85123A,7/20/2011 14:39,64
85123A,7/20/2011 15:33,18
85123A,7/20/2011 15:44,6
85123A,7/20/2011 16:12,1
85123A,7/20/2011 16:17,1
85123A,7/21/2011 12:25,24
85123A,7/21/2011 13:48,4
85123A,7/21/2011 15:12,18
85123A,7/21/2011 18:19,6
85123A,7/22/2011 9:20,3
85123A,7/22/2011 10:00,12
85123A,7/22/2011 11:44,32
85123A,7/22/2011 12:41,32
85123A,7/22/2011 13:17,6
85123A,7/22/2011 13:20,6
85123A,7/22/2011 13:31,6
85123A,7/22/2011 13:53,3
85123A,7/22/2011 16:03,32
85123A,7/24/2011 10:35,64
85123A,7/24/2011 10:37,2
85123A,7/24/2011 11:25,4
85123A,7/24/2011 12:20,20
85123A,7/24/2011 12:26,64
85123A,7/24/2011 14:33,6
85123A,7/25/2011 10:01,12
85123A,7/25/2011 11:01,1
85123A,7/25/2011 13:00,6
85123A,7/25/2011 13:45,6
85123A,7/25/2011 13:57,2
85123A,7/25/2011 15:22,2
85123A,7/25/2011 16:18,12
85123A,7/25/2011 17:00,1
85123A,7/25/2011 17:09,1
85123A,7/26/2011 9:23,6
85123A,7/26/2011 16:25,2
85123A,7/27/2011 10:10,6
85123A,7/27/2011 10:40,32
85123A,7/27/2011 12:38,3
85123A,7/27/2011 13:42,4
85123A,7/27/2011 14:14,6
85123A,7/27/2011 15:02,6
85123A,7/27/2011 15:12,1
85123A,7/28/2011 9:45,6
85123A,7/28/2011 11:29,3
85123A,7/28/2011 15:36,1
85123A,7/28/2011 16:11,480
85123A,7/29/2011 8:29,6
85123A,7/29/2011 9:57,6
85123A,7/29/2011 10:06,6
85123A,7/29/2011 10:58,6
85123A,7/29/2011 11:49,6
85123A,7/29/2011 12:03,12
85123A,7/29/2011 13:39,12
85123A,7/29/2011 15:51,2
85123A,7/29/2011 15:59,12
85123A,7/29/2011 16:24,6
85123A,7/31/2011 10:38,32
85123A,7/31/2011 10:47,32
85123A,7/31/2011 11:38,4
85123A,7/31/2011 12:08,2
85123A,7/31/2011 12:52,18
85123A,7/31/2011 13:36,6
85123A,7/31/2011 15:00,1
85123A,7/31/2011 15:26,12
85123A,8/1/2011 10:23,12
85123A,8/1/2011 11:13,6
85123A,8/1/2011 12:16,6
85123A,8/1/2011 12:56,12
85123A,8/1/2011 13:48,12
85123A,8/1/2011 14:16,12
85123A,8/1/2011 16:07,1
85123A,8/2/2011 12:59,32
85123A,8/2/2011 17:23,-3
85123A,8/3/2011 9:09,6
85123A,8/3/2011 10:56,32
85123A,8/3/2011 12:06,12
85123A,8/3/2011 12:12,5
85123A,8/3/2011 12:54,3
85123A,8/3/2011 12:54,1
85123A,8/3/2011 13:10,6
85123A,8/3/2011 14:07,12
85123A,8/3/2011 14:14,12
85123A,8/3/2011 15:45,2
85123A,8/4/2011 12:13,3
85123A,8/4/2011 12:22,4
85123A,8/4/2011 12:36,64
85123A,8/4/2011 13:51,4
85123A,8/4/2011 15:04,12
85123A,8/4/2011 15:17,12
85123A,8/4/2011 16:17,24
85123A,8/4/2011 16:38,3
85123A,8/4/2011 18:44,4
85123A,8/5/2011 11:19,3
85123A,8/5/2011 12:25,12
85123A,8/5/2011 12:37,8
85123A,8/5/2011 13:52,6
85123A,8/5/2011 15:40,5
85123A,8/5/2011 16:34,4
85123A,8/7/2011 10:45,2
85123A,8/7/2011 12:21,2
85123A,8/7/2011 12:54,6
85123A,8/7/2011 13:30,32
85123A,8/7/2011 14:34,32
85123A,8/7/2011 15:43,9
85123A,8/7/2011 15:52,6
85123A,8/8/2011 10:51,6
85123A,8/8/2011 11:58,32
85123A,8/8/2011 12:20,5
85123A,8/8/2011 13:34,6
85123A,8/8/2011 13:53,9
85123A,8/8/2011 14:15,4
85123A,8/8/2011 14:32,-1
85123A,8/8/2011 14:53,5
85123A,8/8/2011 15:35,6
85123A,8/9/2011 10:20,32
85123A,8/9/2011 10:47,6
85123A,8/9/2011 11:56,12
85123A,8/9/2011 12:52,32
85123A,8/9/2011 13:22,2
85123A,8/9/2011 14:18,2
85123A,8/9/2011 15:12,3
85123A,8/9/2011 16:44,32
85123A,8/10/2011 10:45,2
85123A,8/10/2011 13:51,32
85123A,8/10/2011 16:01,32
85123A,8/10/2011 16:51,2
85123A,8/10/2011 17:11,64
85123A,8/11/2011 10:24,-6
85123A,8/11/2011 10:29,12
85123A,8/11/2011 12:17,32
85123A,8/11/2011 14:38,1
85123A,8/11/2011 14:54,3
85123A,8/11/2011 16:54,12
85123A,8/12/2011 10:13,6
85123A,8/12/2011 12:42,12
85123A,8/12/2011 14:32,6
85123A,8/12/2011 14:50,4
85123A,8/14/2011 10:38,32
85123A,8/14/2011 12:08,10
85123A,8/14/2011 12:27,6
85123A,8/14/2011 12:56,4
85123A,8/15/2011 10:28,12
85123A,8/15/2011 11:38,12
85123A,8/15/2011 12:04,32
85123A,8/15/2011 12:07,6
85123A,8/15/2011 14:32,6
85123A,8/15/2011 14:35,4
85123A,8/15/2011 15:06,32
85123A,8/16/2011 10:44,12
85123A,8/16/2011 11:50,32
85123A,8/16/2011 12:29,32
85123A,8/16/2011 13:13,5
85123A,8/16/2011 13:50,6
85123A,8/17/2011 8:50,32
85123A,8/17/2011 11:14,1
85123A,8/17/2011 13:14,-1
85123A,8/17/2011 13:21,10
85123A,8/17/2011 13:33,12
85123A,8/17/2011 14:22,8
85123A,8/17/2011 14:47,6
85123A,8/18/2011 14:48,6
85123A,8/18/2011 17:43,6
85123A,8/18/2011 19:13,3
85123A,8/19/2011 16:04,6
85123A,8/21/2011 14:00,6
85123A,8/21/2011 14:10,2
85123A,8/21/2011 15:43,1
85123A,8/21/2011 15:49,6
85123A,8/22/2011 12:59,400
85123A,8/22/2011 13:20,16
85123A,8/22/2011 14:38,4
85123A,8/23/2011 9:53,6
85123A,8/23/2011 11:41,1
85123A,8/23/2011 12:47,96
85123A,8/23/2011 13:35,6
85123A,8/23/2011 15:14,1
85123A,8/23/2011 15:24,4
85123A,8/23/2011 17:13,6
85123A,8/23/2011 17:31,2
85123A,8/24/2011 10:37,32
85123A,8/24/2011 11:54,12
85123A,8/24/2011 13:57,6
85123A,8/24/2011 14:23,2
85123A,8/24/2011 15:12,6
85123A,8/25/2011 10:00,6
85123A,8/25/2011 10:25,64
85123A,8/25/2011 10:55,6
85123A,8/25/2011 12:57,12
85123A,8/25/2011 14:57,1
85123A,8/25/2011 15:10,6
85123A,8/25/2011 15:47,6
85123A,8/25/2011 17:22,6
85123A,8/26/2011 11:40,12
85123A,8/26/2011 11:58,12
85123A,8/28/2011 10:43,2
85123A,8/28/2011 10:43,3
85123A,8/28/2011 11:01,2
85123A,8/28/2011 12:06,5
85123A,8/28/2011 12:16,2
85123A,8/28/2011 13:08,8
85123A,8/28/2011 13:08,6
85123A,8/28/2011 14:00,12
85123A,8/28/2011 14:39,2
85123A,8/30/2011 10:33,1
85123A,8/30/2011 10:39,2
85123A,8/30/2011 12:10,6
85123A,8/30/2011 12:31,2
85123A,8/30/2011 12:43,1
85123A,8/30/2011 12:49,1
85123A,8/30/2011 12:49,3
85123A,8/30/2011 15:16,15
85123A,8/30/2011 15:42,32
85123A,8/31/2011 14:28,32
85123A,8/31/2011 15:32,1
85123A,8/31/2011 15:35,2
85123A,8/31/2011 16:09,2
85123A,9/1/2011 10:11,6
85123A,9/1/2011 10:36,12
85123A,9/1/2011 11:33,32
85123A,9/1/2011 11:43,6
85123A,9/1/2011 12:41,5
85123A,9/1/2011 12:46,12
85123A,9/1/2011 14:26,24
